阿	tzk· 阝可 ·a
暇	ocmr· 日二コ又 ·xia
瑕	ncmr· 王二コ又 ·xia
匣	nsj· 匚甲 ·xia
罅	aztn· 缶虍丿丷 ·xia
厦	xfoh· 厂一自夊 ·xia
狎	msj· 犭甲 ·xia
唬	dzh· 口虎 ·xia
黠	pgdk· 士口 ·xia
硖	mhhb· 石夫丷 ·xia
柙	esj· 木甲 ·xia
呷	dsj· 口甲 ·xia
蕸	lcmu· 艹二コ又辶 ·xia
蝦	ccmr· 虫二コ又 ·xia
芐	lfyb· 艹一卜 ·xia
螛	cwad· 虫宀丰口 ·xia
舺	isj· 舟甲 ·xia
舝	vowv· 巛冖厶㐄 ·xia
翈	szv· 甲羽 ·xia
縖	iwad· 糹宀丰口 ·xia
筪	rnsj· ⺮匚甲 ·xia
笚	rsj· ⺮甲 ·xia
諕	szh· 言虎 ·xia
祫	fjdk· 礻亼口 ·xia
謑	syim· 言爫幺大 ·xia
磍	mwad· 石宀丰口 ·xia
碬	mcmr· 石二コ又 ·xia
硤	mmjj· 石大人人 ·xia
睱	qcmr· 目二コ又 ·xia
谺	hly· 谷牙 ·xia
疜	afyb· 疒一卜 ·xia
赮	gccr· 土二コ又 ·xia
珨	njdk· 王亼口 ·xia
狹	mmjj· 犭大人人 ·xia
煆	ccmr· 火二コ又 ·xia
烚	cjdk· 火亼口 ·xia
炠	csj· 火甲 ·xia
轄	ywad· 車宀丰口 ·xia
浹	kmjj· 氵大人人 ·xia
郃	jdte· 亼口阝 ·xia
欱	jdeq· 亼口欠 ·xia
昰	ofsi· 日一止 ·xia
鍜	zcmr· 金二コ又 ·xia
敮	lphp· 千臼攴 ·xia
鎋	zwad· 金宀丰口 ·xia
鎼	zzus· 金虍手 ·xia
搳	uwad· 扌宀丰口 ·xia
鏬	zztn· 金虍丿丷 ·xia
捾	uwki· 扌宀㠯 ·xia
閕	aly· 門牙 ·xia
閜	azk· 門可 ·xia
懗	hgcc· 忄土土 ·xia
陜	tmjj· 阝大人人 ·xia
陿	tnmj· 阝匚大人人 ·xia
徦	wcmr· 彳二コ又 ·xia
廈	xfoh· 广一自夊 ·xia
峽	vmjj· 山大人人 ·xia
颬	otcl· ⺇丿虫牙 ·xia
夓	pfoh· 一自八夊 ·xia
騢	ncmr· 馬二コ又 ·xia
埉	gmjj· 土大人人 ·xia
嚇	dgcc· 口土土 ·xia
魻	wsj· 魚甲 ·xia
鰕	wcmr· 魚二コ又 ·xia
叚	cmnr· 二コ又 ·xia
鶷	wadx· 宀丰口鳥 ·xia
傄	jmhq· 亻大丷目 ·xia
俠	jmjj· 亻大人人 ·xia
丅	fgs· 一丨 ·xia
先	qpe· ⺧儿 ·xian
线	ifpg· 纟一戈 ·xian
现	nej· 王见 ·xian
县	fks· 且厶 ·xian
贤	prob· 〢又贝 ·xian
显	ocy· 日业 ·xian
险	tjkf· 阝亼⺍一 ·xian
献	nmgm· 十冂犬 ·xian
宪	wqpe· 宀⺧儿 ·xian
限	tig· 阝艮 ·xian
鲜	wgy· 鱼羊 ·xian
仙	jvs· 亻山 ·xian
嫌	bhbc· 女䒑 ·xian
咸	nfdk· 戊一口 ·xian
闲	aem· 门木 ·xian
弦	bziy· 弓亠幺 ·xian
陷	txpj· 阝⺈臼 ·xian
衔	pzj· 行钅 ·xian
掀	uteq· 扌斤欠 ·xian
羡	gweq· ⺷冫欠 ·xian
冼	wqpe· 冫⺧儿 ·xian
娴	baem· 女门木 ·xian
纤	ilq· 纟千 ·xian
暹	ouuc· 日隹辶 ·xian
馅	qxpj· 饣⺈臼 ·xian
锨	zteq· 钅斤欠 ·xian
腺	vuks· 月白水 ·xian
酰	yqpe· 酉⺧儿 ·xian
籼	pvs· 米山 ·xian
舷	iziy· 舟亠幺 ·xian
痫	aaem· 疒门木 ·xian
苋	lej· 艹见 ·xian
岘	vej· 山见 ·xian
涎	ktsu· 氵丿止廴 ·xian
蚬	cej· 虫见 ·xian
氙	vvs· 气山 ·xian
霰	tlvh· ⻗龷⺝攵 ·xian
藓	lwgy· 艹鱼羊 ·xian
见	ej· 见 ·xian
洗	kqpe· 氵⺧儿 ·xian
铣	zqpe· 钅⺧儿 ·xian
跹	pluc· ⻊千辶 ·xian
燹	jjch· 豕豕火 ·xian
莶	ljkf· 艹亼⺍一 ·xian
跣	pqpe· ⻊⺧儿 ·xian
鹇	aexn· 门木鸟 ·xian
祆	ffmd· 礻一大 ·xian
猃	mjkf· 犭亼⺍一 ·xian
筅	rqpe· ⺮⺧儿 ·xian
蔹	ljkh· 艹亼⺍一攵 ·xian
锬	zcch· 钅火火 ·xian
狝	mxyx· 犭小 ·xian
挦	ubkc· 扌彐寸 ·xian
薟	ljdj· 艹亼口口人人 ·xian
藖	lqro· 艹臣又貝 ·xian
蘚	lwgy· 艹魚羊 ·xian
蘝	ljde· 艹亼口口人人欠 ·xian
蘞	ljdh· 艹亼口口人人攵 ·xian
莧	lej· 艹見 ·xian
蚿	cziy· 虫亠幺 ·xian
蛝	cig· 虫艮 ·xian
蜆	cej· 虫見 ·xian
苮	ljvs· 艹亻山 ·xian
臽	xpj· ⺈臼 ·xian
臤	qry· 臣又 ·xian
臔	vqro· 月臣又貝 ·xian
膁	vhbc· 月䒑 ·xian
脋	pppv· 刀刀刀⺝ ·xian
脇	vsss· 月力力力 ·xian
衘	paf· 行 ·xian
胘	vziy· 月亠幺 ·xian
羬	gnfd· ⺶戊一口 ·xian
羨	gkeq· ⺷氵欠 ·xian
褼	tvmv· 衤覀大巳 ·xian
缐	iuks· 纟白水 ·xian
襳	tjjf· 衤人人戈非一 ·xian
見	ej· 見 ·xian
纖	ijjf· 糹人人戈非一 ·xian
纎	inpf· 糹十戈非一 ·xian
繊	inpc· 糹十戈业 ·xian
縿	ikke· 糹厶厶厶人彡 ·xian
縣	qfyi· 一小丿糸 ·xian
線	iuks· 糹白水 ·xian
綫	ippg· 糹戈戈 ·xian
綖	itsu· 糹丿止廴 ·xian
綅	ibwr· 糹彐冖又 ·xian
絤	ivx· 糹西 ·xian
絃	iziy· 糹亠幺 ·xian
糮	pqra· 米臣皿 ·xian
粯	pej· 米見 ·xian
箲	rkqp· ⺮氵⺧儿 ·xian
誢	sej· 言見 ·xian
誸	sbzi· 言弓亠幺 ·xian
稴	xhbc· 禾䒑 ·xian
秈	xvs· 禾山 ·xian
禒	fbjs· 礻彑 ·xian
諴	snfd· 言戊一口 ·xian
礥	mqro· 石臣又貝 ·xian
譀	saqh· 言乛耳攵 ·xian
硍	mig· 石艮 ·xian
譣	sjdj· 言亼口口人人 ·xian
瞷	qaor· 目門日 ·xian
瞯	qavy· 目門月 ·xian
睍	qej· 目見 ·xian
県	qayx· 目㇗小 ·xian
豏	zhbc· 豆䒑 ·xian
盷	qnwb· 目勹冫 ·xian
癎	aaor· 疒門日 ·xian
癇	aavy· 疒門月 ·xian
賢	qrob· 臣又貝 ·xian
贒	qdgo· 臣口丨心貝 ·xian
甉	hbcr· 䒑瓦 ·xian
赻	pytp· 走𡭔丿 ·xian
現	nej· 王見 ·xian
珗	nqpe· 王⺧儿 ·xian
玁	mddh· 犭口口厂乛耳攵 ·xian
獻	znmq· 虍鬲犬 ·xian
獮	mffb· 犭一 ·xian
獫	mjdj· 犭亼口口人人 ·xian
蹮	pvmv· ⻊覀大巳 ·xian
躚	pvmu· ⻊覀大巳辶 ·xian
軐	yans· 車⺄十 ·xian
烍	cqpe· 火⺧儿 ·xian
軒	yeg· 車干 ·xian
灦	koiw· 氵日幺幺灬頁 ·xian
瀗	kwah· 氵宀丰罒心 ·xian
澖	kaem· 氵門木 ·xian
輱	ynfd· 車戊一口 ·xian
湺	kjde· 氵亻口木 ·xian
涀	kej· 氵見 ·xian
毨	vqpe· 毛⺧儿 ·xian
醎	ynfd· 酉戊一口 ·xian
欦	jaeq· 亽欠 ·xian
櫶	ewah· 木宀丰罒心 ·xian
橌	eavy· 木門月 ·xian
槏	ehbc· 木䒑 ·xian
銑	zqpe· 金⺧儿 ·xian
銛	zas· 金舌 ·xian
銜	pzj· 行金 ·xian
杴	eeq· 木欠 ·xian
鋧	zej· 金見 ·xian
錎	zxpj· 金⺈臼 ·xian
晛	oej· 日見 ·xian
錟	zcch· 金火火 ·xian
鍁	zteq· 金斤欠 ·xian
鍌	kqpz· 氵⺧儿金 ·xian
攕	ujjf· 扌人人戈非一 ·xian
攇	uwah· 扌宀丰罒心 ·xian
撏	ubuk· 扌彐工口寸 ·xian
撊	uavy· 扌門月 ·xian
搟	uyeg· 扌車干 ·xian
鏾	zlvh· 金龷⺝攵 ·xian
铦	zas· 钅舌 ·xian
閑	aem· 門木 ·xian
閒	avy· 門月 ·xian
懢	hqra· 忄臣皿 ·xian
憸	hjdj· 忄亼口口人人 ·xian
憲	wayh· 宀龶罒心 ·xian
憪	havy· 忄門月 ·xian
險	tjdj· 阝亼口口人人 ·xian
忺	heq· 忄欠 ·xian
廯	xwgy· 广魚羊 ·xian
幰	rwah· 巾宀丰罒心 ·xian
韅	toic· 革日幺幺灬 ·xian
韯	nprf· 十戈非一 ·xian
韱	jjpf· 人人戈非一 ·xian
嶮	vjdj· 山亼口口人人 ·xian
崄	vjkf· 山亼⺍一 ·xian
峴	vej· 山見 ·xian
屳	jvs· 入山 ·xian
顈	viwy· 匕糸頁 ·xian
尠	zhat· ㇗𡭔丿 ·xian
尟	otyt· 日𡭔丿 ·xian
顯	oiiw· 日幺幺灬頁 ·xian
孅	bjjf· 女人人戈非一 ·xian
嬐	bjdj· 女亼口口人人 ·xian
嫻	baem· 女門木 ·xian
嫺	bavy· 女門月 ·xian
餡	qxpj· 飠⺈臼 ·xian
婱	bzib· 弓亠幺女 ·xian
娹	bbzi· 女弓亠幺 ·xian
娨	boeg· 女日干 ·xian
娊	bej· 女見 ·xian
姺	bqpe· 女⺧儿 ·xian
姭	sssb· 力力力女 ·xian
馦	xohc· 禾日䒑 ·xian
奾	bvs· 女山 ·xian
壏	gqra· 土臣皿 ·xian
垷	gej· 土見 ·xian
嘕	dfsc· 口一止一ㄅ灬 ·xian
嗛	dhbc· 口䒑 ·xian
啣	dazj· 口卩 ·xian
唌	dtsu· 口丿止廴 ·xian
鮮	wgy· 魚羊 ·xian
哯	dej· 口見 ·xian
咞	dflc· 口一廾 ·xian
咁	dzg· 口甘 ·xian
鱻	wwwv· 魚魚魚 ·xian
鶱	wqhx· 宀鳥 ·xian
鷳	avxn· 門月鳥 ·xian
鷴	aexn· 門木鳥 ·xian
鷼	aoxn· 門日鳥 ·xian
鹹	yrpd· ⺊囗戊一口 ·xian
僴	jaor· 亻門日 ·xian
僲	jvlv· 亻覀夕㐄 ·xian
僩	javy· 亻門月 ·xian
僊	jvmv· 亻覀大巳 ·xian
麲	ejje· 木人人夂見 ·xian
俔	jej· 亻見 ·xian
鼸	phbc· 鼠䒑 ·xian
佡	jjvs· 亻人山 ·xian
伭	jziy· 亻亠幺 ·xian
伣	jej· 亻见 ·xian
仚	jvs· 人山 ·xian
麙	xnfd· 鹿戊一口 ·xian
想	eqhx· 木目心 ·xiang
像	jwx· 亻象 ·xiang
向	tmdk· 丿冂口 ·xiang
香	xor· 禾日 ·xiang
相	eqm· 木目 ·xiang
项	uwy· 工页 ·xiang
乡	ix· 乡 ·xiang
祥	fgy· 礻羊 ·xiang
象	wx· 象 ·xiang
响	dtmd· 口丿冂口 ·xiang
箱	reqm· ⺮木目 ·xiang
湘	keqm· 氵木目 ·xiang
翔	gzv· ⺶羽 ·xiang
巷	lhvs· 龷八巳 ·xiang
享	ghi· 子 ·xiang
镶	ztdf· 钅衣口口一 ·xiang
襄	tddf· 衣口口一 ·xiang
详	sgy· 讠羊 ·xiang
厢	xeqm· 厂木目 ·xiang
骧	ntdf· 马衣口口一 ·xiang
橡	ewx· 木象 ·xiang
降	thvk· 阝夂㐄 ·xiang
芗	lix· 艹乡 ·xiang
庠	xgy· 广羊 ·xiang
饷	qtmd· 饣丿冂口 ·xiang
飨	iqs· 乡食 ·xiang
缃	ieqm· 纟木目 ·xiang
鲞	hhwv· 丷夫鱼 ·xiang
洋	kgy· 氵羊 ·xiang
葙	leqm· 艹木目 ·xiang
蟓	cwx· 虫象 ·xiang
蘘	ltdf· 艹衣口口一 ·xiang
薌	liit· 艹乡丶阝 ·xiang
萫	lxor· 艹禾日 ·xiang
蚃	icc· 乡虫 ·xiang
膷	viit· 月乡丶阝 ·xiang
蠁	iiic· 乡丶阝虫 ·xiang
衖	plhb· 行龷八 ·xiang
羏	ges· ⺶彡 ·xiang
缿	axfd· 缶⺁一口 ·xiang
襐	twx· 衤象 ·xiang
纕	itdf· 糹衣口口一 ·xiang
緗	ieqm· 糹木目 ·xiang
絴	igy· 糹羊 ·xiang
詳	sgy· 言羊 ·xiang
稥	xcor· 禾灬日 ·xiang
瓨	urw· 工瓦 ·xiang
瓖	ntdf· 王衣口口一 ·xiang
珦	ntmd· 王丿冂口 ·xiang
跭	phvk· ⻊夂㐄 ·xiang
潒	kwx· 氵象 ·xiang
迒	zouc· 亠几辶 ·xiang
郷	iite· 乡阝 ·xiang
鄉	iiit· 乡丶阝 ·xiang
鄊	iqte· 乡耳阝 ·xiang
鄕	iuvt· 乡白匕阝 ·xiang
欀	etdf· 木衣口口一 ·xiang
栙	ehvk· 木夂㐄 ·xiang
銄	ztmd· 金丿冂口 ·xiang
銗	zxfd· 金⺁一口 ·xiang
曏	oiit· 日乡丶阝 ·xiang
晑	otmd· 日丿冂口 ·xiang
鐌	zwx· 金象 ·xiang
鑲	ztdf· 金衣口口一 ·xiang
閧	alhb· 門龷八 ·xiang
闀	alhv· 門龷八巳 ·xiang
闂	ahhz· 門丷夫⺋ ·xiang
忀	wtdf· 彳衣口口一 ·xiang
廂	xeqm· 广木目 ·xiang
響	iiix· 乡丶阝音 ·xiang
嶑	vwx· 山象 ·xiang
項	uwy· 工頁 ·xiang
餉	qtmd· 飠丿冂口 ·xiang
饗	iiiq· 乡丶阝食 ·xiang
姠	btmd· 女丿冂口 ·xiang
饟	qtdf· 飠衣口口一 ·xiang
驤	ntdf· 馬衣口口一 ·xiang
嚮	iiid· 乡丶阝丿冂口 ·xiang
鬨	jlhb· 鬥龷八 ·xiang
啌	deug· 口穴工 ·xiang
鮝	hhwv· 丷夫魚 ·xiang
鯗	giwv· ⺶㇏魚 ·xiang
鱌	wwx· 魚象 ·xiang
鱶	wgii· 魚⺶㇏丶艮 ·xiang
鴹	gxn· ⺶鳥 ·xiang
勷	tdds· 衣口口一力 ·xiang
勨	wsl· 象力 ·xiang
儴	jtdf· 亻衣口口一 ·xiang
麘	xxor· 鹿禾日 ·xiang
佭	jhvk· 亻夂㐄 ·xiang
亯	gor· 日 ·xiang
小	yx· 小 ·xiao
校	eabi· 木六乂 ·xiao
晓	opfp· 日一儿 ·xiao
笑	rtmd· ⺮丿大 ·xiao
肖	yvy· ⺌⺝ ·xiao
销	zyvy· 钅⺌⺝ ·xiao
效	abhp· 六乂攵 ·xiao
孝	qhi· 耂子 ·xiao
萧	lbph· 艹肀八 ·xiao
消	kyvy· 氵⺌⺝ ·xiao
霄	tyvy· ⻗⺌⺝ ·xiao
啸	dbph· 口肀八 ·xiao
筱	rjgh· ⺮亻丨攵 ·xiao
削	yvpd· ⺌⺝刂 ·xiao
箫	rbph· ⺮肀八 ·xiao
潇	klbh· 氵艹肀八 ·xiao
硝	myvy· 石⺌⺝ ·xiao
宵	wyvy· 宀⺌⺝ ·xiao
嚣	ddwd· 口口页口口 ·xiao
骁	npfp· 马一儿 ·xiao
枭	xem· 鸟木 ·xiao
崤	vbnv· 山㐅𠂇⺝ ·xiao
绡	iyvy· 纟⺌⺝ ·xiao
哮	dqhi· 口耂子 ·xiao
淆	kbnv· 氵㐅𠂇⺝ ·xiao
逍	yvuc· ⺌⺝辶 ·xiao
哓	dpfp· 口一儿 ·xiao
蛸	cyvy· 虫⺌⺝ ·xiao
枵	edfa· 木口一ㄅ ·xiao
魈	ayvy· 鬼⺌⺝ ·xiao
洨	kabi· 氵六乂 ·xiao
鸮	dfax· 口一ㄅ鸟 ·xiao
藃	lgeq· 艹高欠 ·xiao
薂	lulh· 艹白方攵 ·xiao
蕭	lbaa· 艹𦘒 ·xiao
萷	lyvp· 艹⺌⺝刂 ·xiao
虈	lddd· 艹口口頁口口 ·xiao
虓	kzh· 九虎 ·xiao
莦	lyvy· 艹⺌⺝ ·xiao
蟂	cxem· 虫木 ·xiao
蟏	clbh· 虫艹肀八 ·xiao
膮	vggp· 月土土土一儿 ·xiao
蟰	cbaa· 虫𦘒 ·xiao
蠨	clba· 虫艹𦘒 ·xiao
脩	jghv· 亻丨夂⺝ ·xiao
翛	jghz· 亻丨夂羽 ·xiao
綃	iyvy· 糹⺌⺝ ·xiao
訤	sbbi· 言乂乂 ·xiao
簫	rbaa· ⺮𦘒 ·xiao
簘	rbpp· ⺮肀米 ·xiao
篠	rjge· ⺮亻丨夂木 ·xiao
筿	rhem· ⺮夂木 ·xiao
詨	sabi· 言六乂 ·xiao
誟	sqhi· 言耂子 ·xiao
窙	eqhi· 穴耂子 ·xiao
誵	sbnv· 言㐅𠂇⺝ ·xiao
穘	xggp· 禾土土土一儿 ·xiao
謏	spgr· 言臼丨又 ·xiao
謞	sgg· 言高 ·xiao
謼	sztn· 言虍丿丷 ·xiao
硣	mqhi· 石耂子 ·xiao
譊	sggp· 言土土土一儿 ·xiao
睄	qyvy· 目⺌⺝ ·xiao
皢	uggp· 白土土土一儿 ·xiao
皛	uuub· 白白白 ·xiao
痟	ayvy· 疒⺌⺝ ·xiao
痚	aqhi· 疒耂子 ·xiao
獢	mtmd· 犭丿大口冂口 ·xiao
獟	mggp· 犭土土土一儿 ·xiao
踃	pyvy· ⻊⺌⺝ ·xiao
猇	mzh· 犭虎 ·xiao
燺	cgem· 火高木 ·xiao
燆	ctmd· 火丿大口冂口 ·xiao
熽	cbaa· 火𦘒 ·xiao
熇	cgg· 火高 ·xiao
焇	cyvy· 火⺌⺝ ·xiao
烋	jech· 亻木灬 ·xiao
灲	cpd· 火刂 ·xiao
灱	cpd· 火刀 ·xiao
瀟	klba· 氵艹𦘒 ·xiao
澩	pbbk· 乂乂冖水 ·xiao
漻	kzje· 氵羽人彡 ·xiao
轇	yzje· 車羽人彡 ·xiao
涍	kqhi· 氵耂子 ·xiao
郩	bnvt· 㐅𠂇⺝阝 ·xiao
毊	gcrd· 士殳丿大口冂口 ·xiao
殽	bnvr· 㐅𠂇⺝殳 ·xiao
歗	baae· 𦘒欠 ·xiao
歒	imce· 冂古欠 ·xiao
歊	geq· 高欠 ·xiao
櫹	elba· 木艹𦘒 ·xiao
橚	ebaa· 木𦘒 ·xiao
梟	xem· 木 ·xiao
銷	zyvy· 金⺌⺝ ·xiao
曉	oggp· 日土土土一儿 ·xiao
暁	onlp· 日十艹一儿 ·xiao
斆	pbbh· 乂乂冖子攵 ·xiao
斅	pbbh· 乂乂冖子攴 ·xiao
敩	kwhh· ⺍冖子攵 ·xiao
撨	uuch· 扌隹灬 ·xiao
撓	uggp· 扌土土土一儿 ·xiao
揱	yvpu· ⺌⺝刂手 ·xiao
憢	hggp· 忄土土土一儿 ·xiao
恔	habi· 忄六乂 ·xiao
彇	bbaa· 弓𦘒 ·xiao
庨	xqhi· 广耂子 ·xiao
颵	otcv· ⺇丿虫⺌⺝ ·xiao
宯	wqhi· 宀耂子 ·xiao
婋	bzh· 女虎 ·xiao
驍	nggp· 馬土土土一儿 ·xiao
髇	fgg· 骨高 ·xiao
髐	fggp· 骨土土土一儿 ·xiao
囂	ddwd· 口口頁口口 ·xiao
嚻	ddwd· 口口頁口口 ·xiao
嘵	dggp· 口土土土一儿 ·xiao
嘯	dbaa· 口𦘒 ·xiao
嘨	dbpp· 口肀米 ·xiao
嘐	dzje· 口羽人彡 ·xiao
嘋	dqhh· 口耂子攵 ·xiao
嗃	dgg· 口高 ·xiao
咲	dhmd· 口䒑大 ·xiao
呺	ddfa· 口口一ㄅ ·xiao
鴞	dfax· 口一ㄅ鳥 ·xiao
鴵	pwwx· 儿冫鳥 ·xiao
鵁	abxn· 六乂鳥 ·xiao
効	absl· 六乂力 ·xiao
鷍	oexn· 自木鳥 ·xiao
鷕	duxn· 口隹鳥 ·xiao
傚	jabh· 亻六乂攵 ·xiao
俲	jabs· 亻六乂力 ·xiao
侾	jqhi· 亻耂子 ·xiao
写	wfaf· 冖一ㄅ一 ·xie
谢	szkc· 讠身寸 ·xie
些	svme· 匕二 ·xie
协	nshb· 十力八 ·xie
鞋	tggt· 革土土 ·xie
携	uuvn· 扌隹乃 ·xie
歇	onfe· 曰勹亾欠 ·xie
斜	jxjd· 人斗 ·xie
血	tam· 丿皿 ·xie
卸	azj· 卩 ·xie
蟹	xtpc· ⺈用刀牛虫 ·xie
械	eplc· 木戈廾 ·xie
燮	sccr· 言火火又 ·xie
泄	klae· 氵廿㇗ ·xie
邪	lte· 牙阝 ·xie
泻	kwff· 氵冖一ㄅ一 ·xie
谐	svvu· 讠匕白 ·xie
蝎	conf· 虫曰勹亾 ·xie
榭	ezkc· 木身寸 ·xie
屑	cyvy· 尸⺌⺝ ·xie
偕	jvvu· 亻匕白 ·xie
勰	sssh· 力力力田心 ·xie
解	xtpq· ⺈用刀牛 ·xie
楔	eapm· 木丰刀大 ·xie
撷	ugdw· 扌士口页 ·xie
胁	vshb· 月力八 ·xie
懈	hxtq· 忄⺈用刀牛 ·xie
缬	igdw· 纟士口页 ·xie
亵	tuki· 衣扌九丶 ·xie
薤	lgrf· 艹歹非一 ·xie
獬	mxtq· 犭⺈用刀牛 ·xie
挟	uhhb· 扌夫丷 ·xie
叶	dns· 口十 ·xie
契	apmd· 丰刀大 ·xie
页	wy· 页 ·xie
邂	xtpu· ⺈用刀牛辶 ·xie
瀣	kgrf· 氵歺又非一 ·xie
绁	ilae· 纟廿㇗ ·xie
廨	xxtq· 广⺈用刀牛 ·xie
颉	gdwy· 士口页 ·xie
渫	klae· 氵廿㇗木 ·xie
躞	pscr· ⻊言火火又 ·xie
榍	ecyv· 木尸⺌⺝ ·xie
鲑	wggt· 鱼土土 ·xie
塮	gzkc· 土身寸 ·xie
屃	cob· 尸贝 ·xie
揳	uapm· 扌丰刀大 ·xie
湝	kvvu· 氵匕白 ·xie
澥	kxtq· 氵⺈用刀牛 ·xie
薢	lxtq· 艹⺈用刀牛 ·xie
藛	lwpc· 艹宀臼勹灬 ·xie
蝑	ctvy· 虫疋⺝ ·xie
蝢	cwy· 虫頁 ·xie
膎	vyim· 月爫幺大 ·xie
蠍	cone· 虫曰勹亾欠 ·xie
蠏	cxtq· 虫⺈用刀牛 ·xie
脋	pppv· 刀刀刀⺝ ·xie
脇	vsss· 月力力力 ·xie
脅	sssv· 力力力⺝ ·xie
衺	tly· 衣牙 ·xie
翓	gdzv· 士口羽 ·xie
褉	tapm· 衤丰刀大 ·xie
缷	azj· 缶卩 ·xie
褻	tghi· 衣土八土九丶 ·xie
襭	tgdw· 衤士口頁 ·xie
纈	igdw· 糹士口頁 ·xie
觟	xtgg· ⺈用土土 ·xie
繲	ixtq· 糹⺈用刀牛 ·xie
緳	xapi· 广丰刀糸 ·xie
緤	ilae· 糹廿㇗木 ·xie
綊	imjj· 糹大人人 ·xie
絬	ias· 糹舌 ·xie
絜	apis· 丰刀糸 ·xie
絏	ioat· 糹曰㇂丿 ·xie
紲	ilae· 糹廿㇗ ·xie
糏	pcyv· 米尸⺌⺝ ·xie
諜	slae· 言廿㇗木 ·xie
禼	yrbv· ⺊囗乂禸 ·xie
諧	svvu· 言匕白 ·xie
祄	fjpd· 礻人 ·xie
謝	szkc· 言身寸 ·xie
碿	mcyv· 石尸⺌⺝ ·xie
讗	svud· 言山隹冂八口 ·xie
瑎	nvvu· 王匕白 ·xie
猲	monf· 犭曰勹亾 ·xie
爕	sccc· 言火火火 ·xie
燲	csso· 火力力力貝 ·xie
熁	cssv· 火力力力⺝ ·xie
躠	ltkp· 艹丿㠯辛足 ·xie
焎	utch· 扌斤灬 ·xie
烲	utch· 扌斤火 ·xie
炨	cwvb· 火宀匕 ·xie
炧	ceey· 火𠂉也 ·xie
灺	cey· 火也 ·xie
瀉	kwpc· 氵宀臼勹灬 ·xie
滊	kvpm· 氵气米 ·xie
洩	koat· 氵曰㇂丿 ·xie
枻	elae· 木廿㇗ ·xie
暬	ghgo· 土八土九丶日 ·xie
旪	ons· 日十 ·xie
鍱	zlae· 金廿㇗木 ·xie
攜	uvud· 扌山隹冂八口 ·xie
擷	ugdw· 扌士口頁 ·xie
擕	uumk· 扌隹 ·xie
搚	ussv· 扌力力力⺝ ·xie
挾	umjj· 扌大人人 ·xie
鐷	zlle· 金艹廿㇗木 ·xie
拹	usss· 扌力力力 ·xie
慀	hyim· 忄爫幺大 ·xie
愶	hssv· 忄力力力⺝ ·xie
恊	hsss· 忄力力力 ·xie
徢	wfbs· 彳一龰 ·xie
鞢	tlae· 革廿㇗木 ·xie
鞵	tyim· 革爫幺大 ·xie
韰	grrf· 歺又非一 ·xie
嶰	vxtq· 山⺈用刀牛 ·xie
頁	wy· 頁 ·xie
峫	vlte· 山牙阝 ·xie
頡	gdwy· 士口頁 ·xie
屭	cooo· 尸貝貝貝 ·xie
屧	cwle· 尸彳廿㇗木 ·xie
屟	clae· 尸廿㇗木 ·xie
屓	cob· 尸貝 ·xie
寫	wpnc· 宀臼勹灬 ·xie
孈	bvud· 女山隹冂八口 ·xie
媟	blae· 女廿㇗木 ·xie
娎	utbn· 扌斤女 ·xie
奊	ggam· 土土ㄥ大 ·xie
夑	scch· 言火火夊 ·xie
垥	gjdk· 土亼口 ·xie
噧	dlqv· 口艹田⽱ ·xie
鬹	heng· 夫見鬲 ·xie
嗋	dssv· 口力力力⺝ ·xie
魼	wgks· 魚土厶 ·xie
鮭	wggt· 魚土土 ·xie
卨	yfdk· ⺊冎口 ·xie
協	nsss· 十力力力 ·xie
劦	sssl· 力力力 ·xie
冩	wpnc· 冖臼勹灬 ·xie
儶	jvud· 亻山隹冂八口 ·xie
僁	jtph· 亻丿米心 ·xie
偰	japm· 亻丰刀大 ·xie
偞	jlae· 亻廿㇗木 ·xie
齂	oqlk· 自田丌氺 ·xie
齘	ljpd· 齒人 ·xie
齛	llae· 齒廿㇗ ·xie
伳	jlae· 亻廿㇗ ·xie
齥	loat· 齒曰㇂丿 ·xie
龤	jddu· 侖口口口匕白 ·xie
新	ietj· 立木斤 ·xin
心	hx· 心 ·xin
信	jsy· 亻言 ·xin
辛	nx· 辛 ·xin
欣	teq· 斤欠 ·xin
鑫	zzzj· 金釒金 ·xin
锌	znx· 钅辛 ·xin
馨	gcro· 士殳禾日 ·xin
薪	liet· 艹立木斤 ·xin
芯	lhx· 艹心 ·xin
昕	otj· 日斤 ·xin
忻	htj· 忄斤 ·xin
歆	xeq· 音欠 ·xin
衅	tahu· 丿皿丷 ·xin
囟	trbi· 丿囗乂 ·xin
莘	lnx· 艹辛 ·xin
镡	zvon· 钅覀日十 ·xin
舋	pmff· 冂一口冖且 ·xin
脪	vbnr· 月㐅𠂇巾 ·xin
襑	tbuk· 衤彐工口寸 ·xin
訢	stj· 言斤 ·xin
訫	shx· 言心 ·xin
礥	mqro· 石臣又貝 ·xin
盺	qtj· 目斤 ·xin
焮	cteq· 火斤欠 ·xin
軐	yans· 車⺄十 ·xin
炘	ctj· 火斤 ·xin
邤	tte· 斤阝 ·xin
釁	pmfp· 冂一口冖酉八刀 ·xin
鈊	zhx· 金心 ·xin
枔	ejae· 木亽 ·xin
杺	ehx· 木心 ·xin
鋅	znx· 金辛 ·xin
鐔	zvon· 金覀日十 ·xin
憖	ejjh· 木人人犬心 ·xin
阠	tans· 阝⺄十 ·xin
